1627975847.118379,0.06743121147155762,0.0,0,0,3,{0: 0, '2': 0, '4': 0},0.0
1627975848.119459,0.0005147457122802734,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975849.120446,0.0002999305725097656,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975850.122537,0,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975851.1250863,0,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975852.1272042,0,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975853.1296804,0,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975854.131577,0.0002944469451904297,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975855.134075,0.0017976760864257812,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975856.1354647,0.0008919239044189453,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975857.1375458,0.0007605552673339844,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975858.1390135,0.0006091594696044922,0.0,0,0,3,{'1': 0, '2': 0, '4': 0},0.0
1627975859.1415355,0.0007257461547851562,0.0,0,-0.5000000000000002,3,{'1': 0, '2': 0, '4': 0.99791438163057},0.99791438163057
1627975860.1438873,0.0006535053253173828,0.0,0,-0.5,3,{'1': 0, '2': 0, '4': 16.979735296522538},16.979735296522538
1627975861.1462073,0.0006983280181884766,0.49884182888753253,0.9976836577750651,-0.46057081871848604,3,{'1': 0, '2': 0, '4': 24.804337830153926},25.303179659041458
1627975862.1484058,0.0002713203430175781,0.9976793268453084,0.9976749959155515,-0.4436743449725704,3,{'1': 0, '2': 0, '4': 34.427717017305724},35.42539634415103
1627975863.150911,0.0006308555603027344,1.995377382072236,2.9930797682289203,-0.09985946914964106,3,{'1': 0, '2': 0, '4': 7.978005608307458},9.973382990379694
1627975864.153064,0.0002875328063964844,2.993074784528563,2.9930698008282053,-0.14694083102020938,3,{'1': 0, '2': 0, '4': 13.962014036291103},16.955088820819668
1627975865.155408,0.0006618499755859375,3.4919157035791035,3.9907616063300018,-0.09989174174534132,3,{'1': 0, '2': 0, '4': 13.962938734124553},17.454854437703656
1627975866.157965,0.0003840923309326172,4.489585300352133,4.988408994374265,-0.060882078416036656,3,{'1': 0, '2': 0, '4': 15.958613598738731},20.448198899090865
1627975867.1601608,0.0003554821014404297,18.955693709945372,32.922978425516476,0.47502756715414485,3,{'1': 0, '2': 34.91270008174038, '4': 25.94042161457597},79.80881540626171
1627975868.1725585,0.060411930084228516,36.751728606753275,40.580478787990074,0.5,3,{'1': 0, '2': 38.827865204769296, '4': 31.935782547635764},107.51537635915834
1627975869.1738708,0.04999518394470215,44.839250914076565,49.098023040163056,0.5187705456164302,3,{'1': 0.9973228316874578, '2': 29.522141513112437, '4': 30.905945563182044},106.26466082205852
1627975870.2296667,0.0681459903717041,39.483902067899045,29.869781095635034,0.5375121003193597,3,{'1': 1.995813083651957, '2': 29.34498184053939, '4': 35.5843319164792},106.40902890856958
1627975871.2421992,0.08286714553833008,29.617911899997974,29.366042704360915,0.6126244110094916,3,{'1': 5.9905619576123526, '2': 32.53555158958889, '4': 38.23720938309873},106.38123483029796
