1627975846.6213822,0.0005383491516113281,0.0,0,0,4,{0: 0},0.0
1627975847.6228178,0.0005555152893066406,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975848.6245468,0,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975849.6268,0.0002980232238769531,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975850.6280692,0,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975851.629107,0,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975852.629951,0,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975853.631196,0,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975854.6335084,0.0026197433471679688,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975855.634724,0.0007958412170410156,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975856.6362863,0.0007541179656982422,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975857.6378052,0.0007436275482177734,0.0,0,0,4,{'1': 0, '2': 0, '3': 0},0.0
1627975858.6399696,0.0006546974182128906,0.498957190815285,0.99791438163057,-0.5,4,{'1': 0, '2': 0, '3': 0},0.498957190815285
1627975859.640949,0.00040030479431152344,8.988824839076553,16.979735296522538,-0.5,4,{'1': 0, '2': 0, '3': 0},8.988824839076553
1627975860.6490653,0.02595067024230957,20.89203656333823,24.804337830153926,-0.5,4,{'1': 0, '2': 0, '3': 0},20.89203656333823
1627975861.6502378,0.031884193420410156,29.616027423729825,34.427717017305724,-0.43482112278914054,4,{'1': 0, '2': 0, '3': 0.9976836577750651},30.613711081504892
1627975862.6523108,0.03943037986755371,21.20286131280659,7.978005608307458,-0.41012154102569265,4,{'1': 0, '2': 0, '3': 0.9976749959155515},22.200536308722143
1627975863.6557286,0.0003058910369873047,10.97000982229928,13.962014036291103,-0.07128689194127036,4,{'1': 0, '2': 0, '3': 2.9930797682289203},13.9630895905282
1627975864.6579938,0.0003008842468261719,13.962476385207829,13.962938734124553,-0.14695094242458695,4,{'1': 0, '2': 0, '3': 2.9930698008282053},16.955546186036035
1627975865.6603725,0.00031375885009765625,14.960776166431643,15.958613598738731,-0.07884561620474129,4,{'1': 0, '2': 0, '3': 3.9907616063300018},18.951537772761643
1627975866.662688,0.00040078163146972656,20.949517606657352,25.94042161457597,-0.1153579219261216,4,{'1': 0, '2': 0, '3': 4.988408994374265},25.937926601031617
1627975867.664543,0.00037980079650878906,28.938102081105868,31.935782547635764,0.5,4,{'1': 0, '2': 34.91270008174038, '3': 32.922978425516476},96.77378058836273
1627975868.6686764,0.03556942939758301,31.420864055408906,30.905945563182044,0.5178369627286206,4,{'1': 0.9973228316874578, '2': 38.827865204769296, '3': 40.580478787990074},111.82653087985574
1627975869.6697853,0.00044274330139160156,33.24513873983062,35.5843319164792,0.5350569737441877,4,{'1': 1.995813083651957, '2': 29.522141513112437, '3': 49.098023040163056},113.86111637675808
1627975870.672533,0.0003521442413330078,36.910770649788965,38.23720938309873,0.6173284569043479,4,{'1': 5.9905619576123526, '2': 29.34498184053939, '3': 29.869781095635034},102.11609554357574
1627975871.67468,0.00040459632873535156,38.58208412493126,38.926958866763776,0.5946436732101175,4,{'1': 4.991268189320612, '2': 32.53555158958889, '3': 29.366042704360915},105.47494660820168
1627975872.6770527,0.00034618377685546875,40.91597069378602,42.90498252080827,0.5747535200270897,4,{'1': 4.657697752054783, '2': 39.8795711356274, '3': 39.161567864840585},124.61480744630879
1627975873.67899,0.0004444122314453125,42.9053711107765,42.90575970074473,0.5916689072728745,4,{'1': 5.986271980499022, '2': 43.891141382256365, '3': 37.82359360141222},130.6063780749441
1627975874.681354,0.00039005279541015625,42.57153052081385,42.23730134088298,0.6308130420880167,4,{'1': 9.976974749627091, '2': 55.22164678328519, '3': 44.7677690950559},152.53792114878203
1627975875.6833818,0.0003135204315185547,42.907680875675666,43.57806041046836,0.7204902997451758,4,{'1': 22.265129120770908, '2': 70.20522418890026, '3': 44.748586858496346},180.12662104384316
1627975876.6854932,0.000408172607421875,44.24503315565409,44.91200590083982,0.6856770371072543,4,{'1': 22.5951693542036, '2': 70.50449180492383, '3': 37.26919922630236},174.61389354108388
1627975877.688958,0.00044083595275878906,60.8509567915537,76.78990768226757,0.718456064932323,4,{'1': 21.277790581913695, '2': 57.48632277723158, '3': 45.06416921152548},184.67923936222445
1627975878.691358,0.05357646942138672,74.80019969275138,72.81049170323519,0.7378951614848306,4,{'1': 38.9335093494927, '2': 78.26142178207671, '3': 50.554642861517785},242.54977368583855
1627975879.6946251,0.0006010532379150391,72.96479871860605,73.11910573397691,0.7966230261352644,4,{'1': 49.90276289483447, '2': 61.19164825180309, '3': 38.90740805092879},222.96661791617237
1627975880.6979759,0.0003116130828857422,70.79356572214041,68.46802571030393,0.7244506724420443,4,{'1': 34.91127781718756, '2': 64.751087063399, '3': 42.071566150440844},212.5274967531678
1627975881.701516,0.0006136894226074219,64.96435668621011,61.460687662116285,0.6749541417457434,4,{'1': 22.938940625562264, '2': 62.309852399385576, '3': 41.89221523565079},192.10536494680872
1627975882.7045083,0.0005886554718017578,56.645197508524966,51.829707354933646,0.6910562382567538,4,{'1': 21.43682510444078, '2': 62.669607417045356, '3': 41.55536957196925},182.30699960198035
1627975883.7078776,0.0003159046173095703,50.00246004925199,48.17521274357033,0.6901096884055333,4,{'1': 17.615860048826146, '2': 64.83277390900668, '3': 42.88455500382395},175.33564901090875
