1627118358.76886,3.0066580772399902,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118359.8546093,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118360.9966109,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118361.9997828,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118363.0552957,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118364.0595512,0.0011806488037109375,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118365.0660803,0.001316070556640625,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118366.0703661,0.00875997543334961,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118367.0740628,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118368.0784407,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118369.0823457,0.0022046566009521484,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118370.1543984,0.0025453567504882812,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118371.158757,0.07893180847167969,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118372.1615453,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118373.1842303,0,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118374.262106,0.0013000965118408203,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118375.2644517,0.001653909683227539,0.0,0,1,{'2': 0, '3': 0, '4': 0},0.0
1627118376.2684734,0.0016932487487792969,0.0,-0.5,1,{'2': 0, '3': 0.9940171331106713, '4': 0},0.9940171331106713
1627118377.2748868,0.0022106170654296875,0.0,0.0,1,{'2': 0.9966654286479434, '3': 0.9936161561205596, '4': 0},1.990281584768503
1627118378.3556993,0.0005350112915039062,0.6165267841339691,0.4733304961362831,1,{'2': 0.9942026559068289, '3': 0.9943289247447927, '4': 0},2.6050583647855907
1627118379.3572586,0.0738215446472168,1.2573996170222053,0.382191252963324,1,{'2': 2.8241324338905107, '3': 0.9714476137702072, '4': 0},5.052979664682923
1627118380.3618426,0.0014801025390625,1.9062189107564607,-0.23658124116885593,1,{'2': 18.80985922585821, '3': 0.9470134365704609, '4': 0},21.663091573185135
1627118381.3676386,0.001039743423461914,1.9538169272017516,-0.25538701882221626,1,{'2': 20.814093437645283, '3': 0.9466246231245418, '4': 0},23.714534987971575
1627118382.3711255,0.0011749267578125,1.8660060684811643,-0.30220281503432056,1,{'2': 25.84379079569375, '3': 0.9704277810202907, '4': 0},28.680224645195203
1627118383.456685,0.002925395965576172,1.753498447528198,-0.3274948076695223,1,{'2': 29.133185815484516, '3': 0.9965098158104725, '4': 0},31.883194078823188
1627118384.4755545,0.0036416053771972656,2.058758411982944,-0.1835984076431314,1,{'2': 16.25294531407303, '3': 0.995686017589034, '4': 0},19.307389743645007
1627118385.5591831,0.0012395381927490234,2.867678371050184,0.15203494004043694,1,{'2': 9.915907643700868, '3': 0.9947334703341338, '4': 0.9340910042465322},14.712410489331718
1627118386.6539283,0.07408905029296875,3.989822461031853,0.28330391420755763,1,{'2': 12.329695821142963, '3': 2.9852290920619153, '4': 0.9627556860900359},20.267503060326767
1627118387.6583445,0.002193450927734375,7.921259299473564,0.4786432829246371,1,{'2': 10.982129048416773, '3': 2.988414099133313, '4': 2.9588957958315496},24.8506982428552
1627118388.6637793,0.0012979507446289062,11.49204756866385,0.5097643273307014,1,{'2': 24.608780742184187, '3': 3.6550652616938772, '4': 9.946983068628322},49.702876641170235
1627118389.6679606,0.05601954460144043,14.038109983083247,0.762414771430637,1,{'2': 12.94392185630895, '3': 5.976235479317269, '4': 12.589743921175659},45.54801123988513
1627118390.7548318,0.1802356243133545,11.455793987140355,0.6405175208608197,1,{'2': 19.217088905746703, '3': 5.645745829839583, '4': 17.080503260412325},53.399131983138965
1627118391.7617517,0.07926583290100098,8.935974544467445,0.42144872431044456,1,{'2': 29.45457391713284, '3': 12.29774122582384, '4': 3.9304838118728886},54.61877349929702
1627118392.7656245,0.00180816650390625,7.100718101791036,0.33089821884936155,1,{'2': 39.59095430113386, '3': 15.453529618137694, '4': 5.5836389395048664},67.72884096056745
1627118393.7708194,0.0015666484832763672,7.04808671529451,0.19482561216780214,1,{'2': 57.48862977012634, '3': 18.394406522625715, '4': 5.162284748155081},88.09340775620166
1627118394.858698,0.00203704833984375,7.10098491826789,0.06856018069124892,1,{'2': 66.75414830223801, '3': 14.578389880029407, '4': 4.8350130988753},93.26853619941059
1627118395.8789005,0.07097339630126953,7.197258082055462,0.19981350758526784,1,{'2': 60.53524878000834, '3': 15.010435731221325, '4': 10.374851097343171},93.11779369062829
1627118396.883388,0.0012133121490478516,8.511263577348634,0.40669526159076697,1,{'2': 36.728419438312166, '3': 7.719150113496388, '4': 14.229057214668273},67.18789034382546
1627118397.8869667,0.0014452934265136719,9.244047088364342,0.3243714204892221,1,{'2': 58.06896915175104, '3': 14.81391918692858, '4': 16.66101539993519},98.78795082697916
1627118398.9621243,0.0010807514190673828,10.253759655422582,0.3436023079520747,1,{'2': 61.236232182037654, '3': 14.227538015321107, '4': 20.19107339527807},105.9086032480594
1627118400.0561645,0.0010371208190917969,9.680229970500182,0.3472634044222951,1,{'2': 63.262877320497786, '3': 20.10020757438891, '4': 16.717887413079858},109.76120227846674
1627118401.0623906,0.003910064697265625,10.258036125773883,0.38942751539720477,1,{'2': 50.63502716361827, '3': 17.472081991212804, '4': 12.822107898512426},91.18725317911739
1627118402.0701401,0.001527547836303711,10.842935904425781,0.3712594057169887,1,{'2': 52.139834031527876, '3': 17.521310316492393, '4': 11.881777571065088},92.38585782351115
1627118403.1557999,0.0015943050384521484,11.36076334511688,0.37100435476003457,1,{'2': 54.60673804820648, '3': 17.546929862715817, '4': 13.220641688551224},96.7350729445904
1627118404.161241,0.026262998580932617,11.216561370788014,0.3532687541291687,1,{'2': 59.20845472460545, '3': 18.60189548562638, '4': 14.237833210410974},103.26474479143081
1627118405.167455,0.0017921924591064453,11.132976743803047,0.37917608934513736,1,{'2': 62.17268897404331, '3': 20.606558696268596, '4': 17.028822405126697},110.94104681924163
1627118406.1723285,0.07415461540222168,13.033139132062168,0.40505625647436105,1,{'2': 70.3812017925687, '3': 26.206848298037034, '4': 18.935555740221922},128.5567449628898
1627118407.2661285,0.0798184871673584,15.154243145360718,0.37619599594753217,1,{'2': 69.10695786328972, '3': 22.575860542073173, '4': 16.150501430166564},122.98756298089019
1627118408.2707388,0.0906984806060791,25.465146329155104,0.6206498045824101,1,{'2': 69.10695786328972, '3': 37.49923331379286, '4': 25.10599235259494},157.17732985883265
1627118409.3566034,0.09941434860229492,36.30310956171478,0.36316161945916003,1,{'2': 122.76565097669048, '3': 28.857131821749995, '4': 28.05142346249651},215.97731582265175
1627118410.558321,0.20989418029785156,41.22738950823082,0.41726738929507334,1,{'2': 122.76565097669048, '3': 33.28127919363131, '4': 29.49570601922768},226.77002569778028
1627118411.5707064,0.0030486583709716797,40.91130218250053,0.5330504575262501,1,{'2': 93.0262512703947, '3': 31.739659680234073, '4': 26.734587450395185},192.41180058352447
